OfferPersonId,OfferId,Question,Textmatching,Duration,Cooperation,Price,Rank,User
9F0C38FA-50D4-43E8-BD24-3CDB5B21D063,A089E3D3-F113-48AB-8287-5AE5434129AF,59,90,15 12:30,1,"8,07",1,PM
DCE6977E-C21C-4350-B6FD-72C8E91921FC,8930B04B-6C4D-4EE8-9731-5BA535AE85D1,60,50,11 22:11,0,"7,48",2,PM
1FE51319-1AE8-4B7D-AC3D-7DE70D97C510,8930B04B-6C4D-4EE8-9731-5BA535AE85D1,60,50,09 13:56,0,"7,3",1,PM
4B01FF47-9F65-4767-8262-4179091508BE,8930B04B-6C4D-4EE8-9731-5BA535AE85D1,60,90,13 08:24,1,"7,36",3,PM
BCB09757-1D74-4FD4-A2F6-46523DC88338,470E7FFB-740D-41D6-958D-5BCE0C82886D,61,60,05 23:40,1,"33,01",1,PM
E2C49D0C-87F1-41F4-984A-ACAF81BD1505,470E7FFB-740D-41D6-958D-5BCE0C82886D,61,10,08 04:42,1,"40,58",2,PM
7F1A0C53-F1BA-4512-9B69-77C32F42DFDB,470E7FFB-740D-41D6-958D-5BCE0C82886D,61,80,17 03:15,1,"55,72",3,PM
19BC6416-7417-415B-ABCE-4A274157B811,23DCA1FE-5702-41C3-B936-5CB196F44B99,62,70,17 02:59,0,"20,79",3,PM
2E16CE96-B5BD-44BD-9482-2970A9C17A34,23DCA1FE-5702-41C3-B936-5CB196F44B99,62,90,17 13:35,0,"20,79",2,PM
7728AB97-7682-4EC9-ACB1-8FAE33B087C4,23DCA1FE-5702-41C3-B936-5CB196F44B99,62,60,10 23:29,1,"20,64",1,PM
FEEF5DB4-E628-45B9-9645-58E0C1BF8356,C725BC28-054E-4C51-8A65-5D01313A0078,63,60,09 23:15,0,"8,71",1,PM
93E21D61-7D37-4B88-8FB3-82272EB6BC0C,C725BC28-054E-4C51-8A65-5D01313A0078,63,60,16 08:58,0,"14,07",3,PM
BD81377E-DDD1-4DE9-B9B1-A96DFF75ECEE,C725BC28-054E-4C51-8A65-5D01313A0078,63,70,12 08:42,1,12,2,PM
673F992F-1202-48F6-A57A-7A6605F83550,F52FEBB4-B83E-420D-83DD-5E420D388A03,64,40,48 05:46,0,"893,23",2,PM
701929D7-23D9-4B41-A181-04D052B56288,F52FEBB4-B83E-420D-83DD-5E420D388A03,64,60,52 05:26,0,"531,57",1,PM
06F53DE9-AFD7-4737-B9D0-64E4F50BC7BD,F52FEBB4-B83E-420D-83DD-5E420D388A03,64,20,40 16:03,1,"1054,44",3,PM
4CD3CA6C-B44C-45F5-AD4C-F9491282EBF8,AD3FD308-627B-4B57-BA72-5EB46D727002,65,20,17 03:10,2,"56,22",3,PM
A9CA278A-DF64-4388-A619-C36C366E9087,AD3FD308-627B-4B57-BA72-5EB46D727002,65,90,13 08:55,0,"31,07",1,PM
E6955907-6242-44F5-AA64-D27390EFEB0C,AD3FD308-627B-4B57-BA72-5EB46D727002,65,50,10 09:04,0,"52,08",2,PM
F627A866-3AC4-44E6-92D8-F74D1112982A,3510892F-C763-4A6A-A783-5EDCDF5312AD,66,90,17 13:41,0,"10,07",1,PM
7A6329F9-4B13-4687-AF2C-DC53EE189BBF,3510892F-C763-4A6A-A783-5EDCDF5312AD,66,0,09 03:56,0,"12,65",3,PM
75F47B01-1643-41DA-ACFB-FD4AAF2D16FD,3510892F-C763-4A6A-A783-5EDCDF5312AD,66,0,06 02:53,1,"10,07",2,PM
8CD49C53-0D86-431B-8AC4-63A9EFA9BA12,2F01B56A-BC1F-4AA4-8874-5F06A1974CC8,67,80,26 11:46,1,"238,03",1,PM
FF182F07-A9B4-471A-AE01-531BCCB961A8,2F01B56A-BC1F-4AA4-8874-5F06A1974CC8,67,20,22 15:18,1,"385,65",3,PM
6EDC7FDF-9C04-4144-9891-8A9C0C9261AD,2F01B56A-BC1F-4AA4-8874-5F06A1974CC8,67,40,26 17:46,0,"295,91",2,PM
FACBEFDF-A19B-4F81-B785-3DC45ED6D1AA,3FDF2CA6-A3C9-4AFC-A1D0-5F913C61A1BD,68,20,17 06:56,1,"149,69",1,PM
B73F4A17-31E8-4EEE-8AE9-AE51694D6EA1,3FDF2CA6-A3C9-4AFC-A1D0-5F913C61A1BD,68,0,12 11:39,1,"203,4",3,PM
87BA4EE7-8254-4CD5-A8AF-B47FD2ABAF30,3FDF2CA6-A3C9-4AFC-A1D0-5F913C61A1BD,68,10,22 04:49,0,"167,59",2,PM
7D13D79E-381E-42C9-857C-AEB808ED6F3C,C29E0377-5DAB-407F-8D7D-5FA98FCB986E,69,0,35 06:37,0,"498,77",3,PM
E92F6D8D-220B-4280-B45C-F42744F02609,C29E0377-5DAB-407F-8D7D-5FA98FCB986E,69,50,33 21:24,0,"493,3",1,PM
E04F1F81-9628-4DD2-BA8A-F31B28A5648B,C29E0377-5DAB-407F-8D7D-5FA98FCB986E,69,70,42 07:56,1,"717,58",2,PM
826CB9AA-D0A5-4EA1-8484-AFA819C89596,8C4A2004-FB74-4AE7-B469-60680C632F18,70,50,13 03:17,1,"69,89",1,PM
5FEF1DA3-7DEB-4011-8CAC-5C0CB7AFF2A2,8C4A2004-FB74-4AE7-B469-60680C632F18,70,0,13 03:17,0,"23,06",3,PM
6A4F3EE1-D133-4E83-B65F-11740E1D4B30,8C4A2004-FB74-4AE7-B469-60680C632F18,70,40,14 09:06,0,"65,01",2,PM
4E149559-F0DF-41E0-A1C1-2334D0EDF9AC,5CFEAA1C-DB19-478C-B73B-60EC8D304F75,71,0,12 03:09,0,"240,5",3,PM
3D7AC10B-5889-4903-940C-073AD9432D52,5CFEAA1C-DB19-478C-B73B-60EC8D304F75,71,80,11 13:56,1,"43,94",1,PM
BB911C92-D348-4805-8C22-4F10A679878E,5CFEAA1C-DB19-478C-B73B-60EC8D304F75,71,70,09 09:06,1,"86,06",2,PM
EFAC0EC5-3FE1-4C36-A904-43C75422D604,7E641FFE-95AF-4CA7-A7F5-616484A18D53,72,90,25 22:10,0,"506,94",3,PM
7D5C3A94-4A97-4D95-9443-D69B32B9E9AD,7E641FFE-95AF-4CA7-A7F5-616484A18D53,72,50,22 11:19,0,"465,24",2,PM
284DCD33-1260-46E8-9D69-FB620EEF7DCF,7E641FFE-95AF-4CA7-A7F5-616484A18D53,72,90,21 02:42,1,"506,94",1,PM
51F61D96-1C01-4EBA-8B21-CBDD37BB209F,F16CBC85-9929-4851-AC4A-625470DBEA06,73,60,15 18:24,1,"13,62",2,PM
C4FC7193-3AE3-43CC-B439-9ED6770AFD06,F16CBC85-9929-4851-AC4A-625470DBEA06,73,40,09 04:17,2,"14,79",1,PM
908DD36C-38F1-448A-9073-D57685F80430,F16CBC85-9929-4851-AC4A-625470DBEA06,73,60,16 18:37,0,"11,03",3,PM
4A83595F-A417-40B5-9F98-0F3E93A74E72,E035B871-A491-4BB4-A27E-629A3413E59A,74,60,17 18:06,1,"6,71",2,PM
34E07E26-1B41-4461-962C-FD74166C3ECD,E035B871-A491-4BB4-A27E-629A3413E59A,74,30,15 18:04,1,"6,72",3,PM
D858C9CB-963B-44AF-ACED-AEA1D69B20AB,E035B871-A491-4BB4-A27E-629A3413E59A,74,70,09 22:11,0,"6,73",1,PM
A965FA86-050D-4C1A-81AB-A18E0874C6DA,5DE3D261-89FD-4BCA-A056-62A505BE12E1,75,80,29 19:46,0,"388,68",1,PM
29E1B47C-C23D-48A7-8459-2079C10F6F35,5DE3D261-89FD-4BCA-A056-62A505BE12E1,75,10,28 00:50,0,"312,25",3,PM
F8C5BFB6-ED10-45F9-B877-5B91C4687A77,5DE3D261-89FD-4BCA-A056-62A505BE12E1,75,0,23 01:51,1,"312,25",2,PM
E9068FF2-B5BD-4392-BEEB-6DDFECC238AB,9137EBC2-361D-4E35-BF50-635CBFE2A59A,76,0,12 04:06,1,7,3,PM
66CFA537-0F18-4D0C-AD1B-CA01E6E957A7,9137EBC2-361D-4E35-BF50-635CBFE2A59A,76,40,06 03:12,1,"6,76",1,PM
65CCFAA3-7AE4-4A19-9FB0-DEA23CCEAFA9,9137EBC2-361D-4E35-BF50-635CBFE2A59A,76,10,07 03:01,1,"6,96",2,PM
D921226B-DB11-4E9F-959B-9196622BA342,47CB7C2F-7687-4EA0-8B84-6376ECA63526,77,0,15 02:18,0,"289,62",3,PM
BB5B8356-03D9-4CBA-8019-D79BA49FF7E1,47CB7C2F-7687-4EA0-8B84-6376ECA63526,77,10,15 02:18,1,"206,35",1,PM
9351059B-5832-4B79-A38A-FF1E7D2EC8F6,47CB7C2F-7687-4EA0-8B84-6376ECA63526,77,10,17 02:08,1,"214,67",2,PM
F515603F-2A48-42BE-9580-42634357A5B9,3DC15068-61FA-428D-AC1F-637DB4870ACB,78,60,15 18:24,1,"9,26",3,PM
12D84803-32FD-45E5-B6D8-9BA22E4F9810,3DC15068-61FA-428D-AC1F-637DB4870ACB,78,80,16 18:37,1,"7,63",1,PM
04441CC6-08C0-4FE2-9204-DA3BE3B7E6B0,3DC15068-61FA-428D-AC1F-637DB4870ACB,78,40,11 09:07,0,"8,44",2,PM
F9FE62FB-FB0A-49D8-895F-E58DF2CAC48C,0EB174F1-755C-4278-A7EB-638A501A42F0,79,20,30 16:16,1,"2712,74",3,PM
FF20A0A4-5D4D-49CC-8AAD-268C927349AC,0EB174F1-755C-4278-A7EB-638A501A42F0,79,30,32 06:17,1,"715,53",2,PM
CF946A28-72CC-4E17-B26C-5C52FC94DBDD,0EB174F1-755C-4278-A7EB-638A501A42F0,79,70,33 01:18,1,"414,91",1,PM
CE57A5BA-9193-4B0C-9C72-6793C7D82E50,A05C144F-FD2D-4B75-A330-644104D09C77,80,0,14 13:23,1,"15,01",3,PM
FC410EFA-24CE-4C98-8A78-72A7715887AD,A05C144F-FD2D-4B75-A330-644104D09C77,80,90,14 22:12,0,"15,72",1,PM
06CE06E8-B279-4B18-AE0A-E88FBD2D392D,A05C144F-FD2D-4B75-A330-644104D09C77,80,80,16 12:25,0,"12,17",2,PM
0F5BB762-D175-453E-925D-0B0AF84FE1CB,B0D927A7-46C7-479F-874B-64BD3730BC5A,81,90,16 00:50,0,"213,5",2,PM
324005C2-70B2-4E9E-94EC-1DE6C240ECF6,B0D927A7-46C7-479F-874B-64BD3730BC5A,81,90,17 22:04,1,"282,5",3,PM
6C38E34C-57D9-430B-942D-22BE5837631A,B0D927A7-46C7-479F-874B-64BD3730BC5A,81,50,13 05:11,2,"177,19",1,PM
2B96717A-4D32-47A8-8D31-9F8963BEE10F,FB00210D-723A-4B22-80AE-64CC81B22EDE,82,80,15 03:54,0,"18,28",2,PM
4A2BA655-1BB1-4684-A51F-99D0C5D7AC4A,FB00210D-723A-4B22-80AE-64CC81B22EDE,82,50,16 07:55,1,"43,52",3,PM
E15181AD-431F-4BB2-B532-12B2289D872D,FB00210D-723A-4B22-80AE-64CC81B22EDE,82,40,05 23:21,0,"28,55",1,PM
8A2A36D4-1433-4F6E-B377-84FC2102B5FD,4DDAF019-C47C-437E-B948-64FDA419E461,83,60,14 18:25,0,"65,22",2,PM
DDE61D07-FAD0-4D75-A305-104B662A4AC0,4DDAF019-C47C-437E-B948-64FDA419E461,83,10,14 12:49,0,"56,19",3,PM
81A71DB3-86D3-4C19-AC97-209A4EF3E361,4DDAF019-C47C-437E-B948-64FDA419E461,83,90,11 02:57,1,"60,7",1,PM
0CF6AC39-9930-414A-B72C-F8B71CFA279D,6662A153-B28F-4E62-BE0C-657F2ACFC3AD,84,50,08 03:47,0,"105,31",1,PM
B6C31633-C972-4C2E-9B22-CE508CA37CFF,6662A153-B28F-4E62-BE0C-657F2ACFC3AD,84,30,08 09:35,0,"137,46",2,PM
35DA6EBE-962D-4DA9-A0CC-4E97F61A0363,6662A153-B28F-4E62-BE0C-657F2ACFC3AD,84,10,16 09:43,0,"191,03",3,PM
FB3CC87F-0280-46DD-ACC7-5CEA05B17753,F35CD6C9-5168-44F1-972A-665255829AF8,85,30,29 20:16,1,"185,19",2,PM
38049642-283C-4E26-AC39-06C7C3F98A3B,F35CD6C9-5168-44F1-972A-665255829AF8,85,20,19 10:23,1,"473,85",3,PM
4AE41072-B312-4AE3-9E55-B24DACC668ED,F35CD6C9-5168-44F1-972A-665255829AF8,85,90,23 10:45,0,"253,91",1,PM
3A02B6E9-FEF0-4491-A590-90654715C2BF,DE6B0D4A-AF58-4C66-A8E9-666C03858DC4,86,90,14 02:49,1,"8,45",3,PM
EC0A5A73-FA3B-4312-AA9D-F540E3D06D8D,DE6B0D4A-AF58-4C66-A8E9-666C03858DC4,86,20,08 08:55,1,"9,57",2,PM
DB3B2025-E624-47ED-9007-95E8D27AF6B3,DE6B0D4A-AF58-4C66-A8E9-666C03858DC4,86,70,08 07:31,1,"8,14",1,PM
D199CBCF-14EB-420B-88BA-A59AEB97EF94,6F18B43B-6A1D-4092-BA4A-671BE25D39F0,87,30,16 23:13,1,"12,69",3,PM
EE60C4FB-D7C4-407E-B47B-E0E3A2A6049B,6F18B43B-6A1D-4092-BA4A-671BE25D39F0,87,20,12 22:09,0,"14,07",2,PM
A0294D91-BB2B-447E-B29C-703BC05C6B55,6F18B43B-6A1D-4092-BA4A-671BE25D39F0,87,20,06 11:38,0,"13,38",1,PM
E1D3B0B6-5FD8-4B7E-810C-AAA1E98022F0,9526D9E2-23C1-4603-8AA5-683DAA5F00F4,88,60,16 08:12,1,"90,09",3,PM
C30FA6E4-F425-4B51-A365-34E00C909ABF,9526D9E2-23C1-4603-8AA5-683DAA5F00F4,88,40,10 02:18,1,"91,4",2,PM
3E4C9500-2C05-4915-A6F0-CD930D4FBAB4,9526D9E2-23C1-4603-8AA5-683DAA5F00F4,88,10,06 08:14,1,"65,27",1,PM
B8E9DCBF-F0BF-4128-B045-ADC1820130B4,56D957CE-3584-4364-88E3-6861E93C68CC,89,60,15 23:06,0,"7,56",3,PM
E8DACF91-ECB8-4C21-AE6F-30642B6A31FD,56D957CE-3584-4364-88E3-6861E93C68CC,89,0,07 23:10,1,"7,71",2,PM
44ABEB50-6AD8-4AEF-AC40-7CF42C66AA89,56D957CE-3584-4364-88E3-6861E93C68CC,89,60,10 03:37,0,"7,2",1,PM
E7C9DB00-613F-4CC6-8571-6BEC4ED31BC7,380C75BA-11A5-4137-98E2-691F605283F8,90,80,16 23:04,2,"7,52",1,PM
0671AB5B-0C63-4F2E-89E1-0469D7A16FE2,380C75BA-11A5-4137-98E2-691F605283F8,90,30,07 13:43,1,"7,8",2,PM
BE3BF173-B9BB-41CE-A5DE-3EB9A84234D9,380C75BA-11A5-4137-98E2-691F605283F8,90,10,14 02:49,0,"7,31",3,PM
F0BF454B-0F93-42D2-A0E2-2BCCAC45DE38,059FE669-DBBC-492D-8BA5-695952923DB6,91,70,08 17:17,1,"11,23",2,PM
3EF53BA3-7AB2-4E20-9D4E-1DD6BD2A36A0,059FE669-DBBC-492D-8BA5-695952923DB6,91,70,06 09:14,0,"7,12",1,PM
46A35A32-A139-422A-A8D0-38F1ED1E01B2,059FE669-DBBC-492D-8BA5-695952923DB6,91,90,16 17:13,0,"10,5",3,PM
8D8FEC9B-550B-4C96-B468-3E5CD29DD479,2DC88E37-51A6-4331-9A7E-6985E2152770,92,0,15 23:14,0,"12,58",2,PM
B067C0D5-1579-45C1-9302-DD7789467D54,2DC88E37-51A6-4331-9A7E-6985E2152770,92,50,16 07:51,1,"65,71",3,PM
AFEC3BDA-32F9-43EE-9840-553BE0EC3777,2DC88E37-51A6-4331-9A7E-6985E2152770,92,90,07 17:42,1,"16,33",1,PM
C1314288-EB22-4B3A-8EC9-80AC2EE7126C,83F8A351-6EDB-4619-8B2B-69E36AE9C5B7,93,70,07 17:48,0,"59,85",1,PM
950E7C2F-A8A7-459B-8A58-A90214C14721,83F8A351-6EDB-4619-8B2B-69E36AE9C5B7,93,0,07 13:48,1,"50,15",3,PM
452B5A25-9B3E-4091-A4BC-E1EB51A98044,83F8A351-6EDB-4619-8B2B-69E36AE9C5B7,93,30,09 04:26,1,"46,75",2,PM
D8124231-6801-4B34-825B-451C5768EFBC,55919872-B67A-4F6C-9E03-69EDCDBA103D,94,80,16 03:44,1,"36,92",2,PM
718D469C-A4D3-4667-977E-3311D469B379,55919872-B67A-4F6C-9E03-69EDCDBA103D,94,90,08 07:12,1,"25,86",1,PM
3D44A473-1F75-43A5-A3F0-1AB4CFB868D0,55919872-B67A-4F6C-9E03-69EDCDBA103D,94,10,12 08:40,0,"36,92",3,PM
D1AA97D4-53F3-4D9D-90DF-54909FCF4CFB,4B1E0E25-FE15-4F4F-AF44-6A255D7D7CF1,95,90,43 08:17,1,"317,72",1,PM
D8B07121-AB03-40EE-BD72-313F1EFC636D,4B1E0E25-FE15-4F4F-AF44-6A255D7D7CF1,95,80,45 17:20,0,"800,56",3,PM
02B9A137-6FFB-42EE-BCA1-9EAA5404C8B9,4B1E0E25-FE15-4F4F-AF44-6A255D7D7CF1,95,70,52 21:51,1,"734,4",2,PM
C7E6271B-11E2-471C-BA99-7168FCF6B065,4E2B2053-B1BC-4BCE-8F69-6A3EA81A3CDB,96,10,15 09:04,0,"43,68",2,PM
0323BC15-BF25-4669-8667-F085FE9C2E83,4E2B2053-B1BC-4BCE-8F69-6A3EA81A3CDB,96,90,09 07:34,1,"39,47",1,PM
B8B1FE5E-9CD6-4B81-BEE2-AE79C7BDF6F4,4E2B2053-B1BC-4BCE-8F69-6A3EA81A3CDB,96,0,12 04:25,0,"65,38",3,PM
2B2E8EC1-7541-4BC2-9EC4-45406F405F85,7C121195-21FC-469C-85EC-6ABA78F101AC,97,10,09 18:09,0,"118,1",2,PM
F8AD4E6F-B602-4F0E-A7AF-E99F09D858E2,7C121195-21FC-469C-85EC-6ABA78F101AC,97,20,07 04:55,0,"187,85",3,PM
AEB0A4EA-4F2F-46A0-A50F-8F61898300D3,7C121195-21FC-469C-85EC-6ABA78F101AC,97,50,09 22:58,1,"173,9",1,PM
5C1AD24A-5BCD-4267-AAC0-D596F5303F9B,A6C5561A-B108-4467-A249-6ACF068C1D0B,98,80,15 17:17,0,"7,57",3,PM
6D93109B-A1BE-467A-9514-8B63AD9B3BC5,A6C5561A-B108-4467-A249-6ACF068C1D0B,98,50,05 22:07,2,"7,47",1,PM
0F5A9361-0A8D-4174-9EBA-09E8EAF76817,A6C5561A-B108-4467-A249-6ACF068C1D0B,98,90,13 13:39,0,"7,37",2,PM
92622DC8-17DE-4494-850C-9B8A9BE76BB1,0819130D-9EFF-4B53-B66E-6B77309CE67A,99,10,14 12:51,0,"84,15",3,PM
1A84566C-3248-4617-9168-FF0651E0C183,0819130D-9EFF-4B53-B66E-6B77309CE67A,99,50,14 12:51,1,"78,17",2,PM
53ABE49F-A30E-485D-9080-592AE71E01BF,0819130D-9EFF-4B53-B66E-6B77309CE67A,99,30,07 14:08,0,"55,33",1,PM
F8C719FB-33BF-40D5-B03D-96EEDABADC85,71D63D53-64D8-411B-B70C-6BFDD9330461,100,30,16 03:08,0,"35,99",3,PM
DC91436A-01E7-4C9A-A6F5-224B63F3A9AC,71D63D53-64D8-411B-B70C-6BFDD9330461,100,70,11 23:16,1,"27,43",1,PM
E9CA37C4-6457-4F8B-BA48-3CBCA1BA2025,71D63D53-64D8-411B-B70C-6BFDD9330461,100,50,13 22:18,1,"18,23",2,PM
8CF1B525-A258-4CD8-B7B7-BFACD46A8AED,989CE805-DF5D-407E-80BF-6C3BF874B059,101,60,22 20:11,1,"1453,63",3,PR
C4625D28-3B08-4E78-9654-06967F43ED2D,989CE805-DF5D-407E-80BF-6C3BF874B059,101,30,28 11:29,0,"238,03",2,PR
E4726C6B-8E03-4AB9-8C54-9999A2DA6F7A,989CE805-DF5D-407E-80BF-6C3BF874B059,101,40,23 14:48,1,"353,81",1,PR
CC03FA6E-DC75-466C-A7E7-00717AAAC9EA,CF41D94A-C404-4A52-B7D4-6C7AA1E70159,102,0,10 18:48,0,"60,3",3,PR
1B0B5919-F1AF-4BE7-BF9C-B4BB3EBFAC2B,CF41D94A-C404-4A52-B7D4-6C7AA1E70159,102,60,16 07:30,0,"60,3",2,PR
0A64748B-9CA6-4314-BECD-1925C7CE9526,CF41D94A-C404-4A52-B7D4-6C7AA1E70159,102,40,06 22:20,1,"60,3",1,PR
45FA3BE7-2739-4AC2-9F6C-9D2648B9CA96,0F314AA6-6887-4415-A9F3-6D5510FBBFFB,103,60,13 22:18,1,"6,92",2,PR
94E19494-0200-4CE9-9E7D-7E67856F73FE,0F314AA6-6887-4415-A9F3-6D5510FBBFFB,103,50,07 13:35,1,"6,73",1,PR
1FDFBB8B-0C36-4B8E-908B-F6E77AB3DBC2,0F314AA6-6887-4415-A9F3-6D5510FBBFFB,103,0,10 13:50,1,"6,79",3,PR
93AAA353-76B8-4AB7-BB3C-0B566BEA04CB,ECCF0872-5FAA-4548-9867-6E8FF29BC6A6,104,30,13 07:58,0,"8,02",1,PR
6B09D910-14CC-4B29-8E0A-379EB74D1A77,ECCF0872-5FAA-4548-9867-6E8FF29BC6A6,104,10,06 22:15,1,"8,24",3,PR
F1DC7158-35C7-4615-AB84-80915EBF865F,ECCF0872-5FAA-4548-9867-6E8FF29BC6A6,104,30,16 17:25,1,"7,76",2,PR
884A9011-A085-4E1C-B799-03933D40527A,AA868525-868B-4CA7-93FB-6EB3E8A9591D,105,50,09 04:05,0,"114,79",1,PR
E94EC5BC-778F-4F53-B63E-425E9F8B9306,AA868525-868B-4CA7-93FB-6EB3E8A9591D,105,20,07 13:28,1,"170,24",2,PR
090B54BB-13DD-45BF-8146-19FEC2D554E6,AA868525-868B-4CA7-93FB-6EB3E8A9591D,105,90,16 10:13,1,"661,46",3,PR
C6E91598-7E22-42CD-AA0D-7BCDB9669211,E4A85D1A-2306-402E-828D-6F3C3D94106E,106,40,12 18:49,0,"47,97",3,PR
E55E369E-D9EE-45A6-B7CA-A053CF16E3F2,E4A85D1A-2306-402E-828D-6F3C3D94106E,106,50,12 17:37,0,"51,87",2,PR
E8A5D395-1DF9-417A-85C0-879D043A911E,E4A85D1A-2306-402E-828D-6F3C3D94106E,106,60,12 17:37,2,"81,66",1,PR
B124AB12-C55F-44AE-A59A-F1920D727187,5D4DA76A-65FA-46D6-AC82-6F92BF513E80,107,50,12 07:48,1,"129,52",2,PR
69242819-4F04-4002-A69D-2FF638504C18,5D4DA76A-65FA-46D6-AC82-6F92BF513E80,107,70,06 04:54,0,"277,16",1,PR
5990D63A-D799-4833-B1EF-BE8913079EA6,5D4DA76A-65FA-46D6-AC82-6F92BF513E80,107,20,15 13:27,0,"92,62",3,PR
4D8C8E45-F72B-4E3A-ADC2-A8E90BBC6F3A,B37B8835-59AB-4C25-B283-6FA953D6686A,108,40,46 05:17,0,"1078,56",2,PR
B3FF5240-7ACE-4884-A28D-9A40BE734643,B37B8835-59AB-4C25-B283-6FA953D6686A,108,30,49 03:32,0,"1078,56",3,PR
99CFFBB2-D1FC-4EAE-AA84-5A6DB3676481,B37B8835-59AB-4C25-B283-6FA953D6686A,108,90,52 02:59,1,"652,57",1,PR
B6943812-10D2-40B4-BF46-F340E50F8369,D777DC7A-B06C-4742-89B0-70B704D47B93,109,40,22 12:01,0,"212,16",1,PR
299D5716-0592-40C5-853C-40335D517E67,D777DC7A-B06C-4742-89B0-70B704D47B93,109,20,18 16:45,0,"110,89",3,PR
3E50CE31-E7DD-4787-B50B-AD9033C4F041,D777DC7A-B06C-4742-89B0-70B704D47B93,109,60,16 09:30,0,"255,55",2,PR
F18AA5CD-3E8F-4701-9C2C-A81A6C5BBF85,FED77A38-583B-4384-BD3D-71282E92ADED,110,80,29 20:06,0,"344,1",3,PR
1A125D3B-5CB8-4772-91E4-297B59D494CC,FED77A38-583B-4384-BD3D-71282E92ADED,110,50,18 08:00,0,"232,62",1,PR
50A4EF94-8333-4E7F-9555-DD2DB9C0453F,FED77A38-583B-4384-BD3D-71282E92ADED,110,50,26 15:27,0,"240,21",2,PR
3C27D79B-04A2-45AD-BBB7-AB44279D6BD0,1D2D8D8A-6F8C-4AA8-A223-717014A0B3F9,111,50,08 00:13,0,"123,18",1,PR
C367CEAC-3563-4499-A670-963BFA7CC59D,1D2D8D8A-6F8C-4AA8-A223-717014A0B3F9,111,20,16 00:21,0,"149,11",2,PR
80BF22DE-5F39-498F-9FF7-4C68C7FC3784,1D2D8D8A-6F8C-4AA8-A223-717014A0B3F9,111,10,10 07:51,1,"104,13",3,PR
070B8C65-B4E7-4B0B-A287-98591C2649E2,98735D0A-AB78-410E-B166-71D081548738,112,50,26 20:20,0,341,1,PR
FB0D35B7-31FE-4531-A7F9-A3824AEE67FF,98735D0A-AB78-410E-B166-71D081548738,112,10,42 02:53,1,"689,73",3,PR
D07757DF-04CC-406A-A38D-D5E0C0183F23,98735D0A-AB78-410E-B166-71D081548738,112,30,30 21:53,1,"361,78",2,PR
3511B0DE-DAA9-44A5-B0A3-F9FE49A4A04C,356447F8-D6D9-4AC8-8903-71DFA9F9275F,113,0,32 12:42,0,"297,67",1,PR
5341A2CE-C5B3-41DC-B343-D49A741F7069,356447F8-D6D9-4AC8-8903-71DFA9F9275F,113,0,31 16:18,0,"415,74",3,PR
C259F316-FF52-438C-8B06-C88FDB9DA254,356447F8-D6D9-4AC8-8903-71DFA9F9275F,113,0,36 08:58,0,"248,55",2,PR
41EBECA6-1987-4726-943E-63D93FEBB1E7,A60C0B5C-A6D3-4DFC-8E71-7217659891E4,114,70,06 18:14,1,"128,43",1,PR
CA6D4B9D-D414-40F9-9B88-6340512C48D4,A60C0B5C-A6D3-4DFC-8E71-7217659891E4,114,60,14 23:11,0,"118,94",2,PR
A626B105-8F97-47DA-8A7A-E914972BDF4C,A60C0B5C-A6D3-4DFC-8E71-7217659891E4,114,50,14 23:11,1,"141,98",3,PR
5787D008-AD78-429B-A83B-0C5B8B731880,F4647786-DACD-4637-B897-733438D2C422,115,60,08 09:13,2,"41,08",1,PR
528AFB8A-458D-48F5-8C4A-872220935D7A,F4647786-DACD-4637-B897-733438D2C422,115,40,08 09:13,0,"53,3",2,PR
404A19BB-3BD0-4165-BAC4-3585FB741BC8,F4647786-DACD-4637-B897-733438D2C422,115,40,12 10:54,0,"50,96",3,PR
AE314D54-BB0D-47EA-9603-1896B9ED1211,BCFC7848-3A8F-457C-81EC-73B366C325A5,116,80,12 08:49,0,"50,38",1,PR
10C2376D-4896-46F2-912A-DC4D96E7BBC6,BCFC7848-3A8F-457C-81EC-73B366C325A5,116,40,08 17:21,1,"40,63",2,PR
5B7B051B-81EB-4115-8BEA-0C5CB81FCCD7,BCFC7848-3A8F-457C-81EC-73B366C325A5,116,50,16 12:29,1,"60,14",3,PR
7C5B7262-EC5A-41E1-9EFC-41458F59F2BD,97CC652C-97A2-483B-ACF0-74CACBBA8ADD,117,50,15 08:50,1,"7,76",3,PR
935B9433-B023-4A25-96D9-0D9C931A4CBA,97CC652C-97A2-483B-ACF0-74CACBBA8ADD,117,50,08 22:20,1,"9,57",1,PR
6F34EE0E-66B3-4392-AD62-6F6528B1A45B,97CC652C-97A2-483B-ACF0-74CACBBA8ADD,117,40,09 13:44,0,"7,62",2,PR
0A8449C3-629A-4586-B5E8-A6D50F86640D,7BB7D88C-AD07-4658-B0AA-7522F5C1CC1D,118,90,35 20:18,0,"523,39",2,PR
874320FE-27BF-49A0-A9B3-6CDDEB1132C3,7BB7D88C-AD07-4658-B0AA-7522F5C1CC1D,118,10,35 10:00,0,"523,39",3,PR
16F20114-9E27-4FA2-B585-7B0427F4DAC1,7BB7D88C-AD07-4658-B0AA-7522F5C1CC1D,118,90,35 20:18,0,"308,02",1,PR
EA2C1FF7-0F64-41C4-AB4C-2962280E315C,C59D0D5C-F462-4CF6-BEAF-752F1BCCF063,119,90,47 12:32,0,"800,51",1,PR
