936EF135-5B23-4335-9719-006C5474A0A1;B284A019-1B46-4052-A96D-08B01F1FC7C1;1,122611
936EF135-5B23-4335-9719-006C5474A0A1;821C0D6E-8D55-4E64-BBA6-0EF2CDFF1DDD;1,982141
936EF135-5B23-4335-9719-006C5474A0A1;9463F08B-0BB8-43C2-B687-17AA4F02FD79;0,4845955
936EF135-5B23-4335-9719-006C5474A0A1;83816ACD-1157-4DAD-8274-17B422922BEA;0,669989
936EF135-5B23-4335-9719-006C5474A0A1;59EB9448-88F1-4075-B19F-1CA4038FB591;0,1329861
936EF135-5B23-4335-9719-006C5474A0A1;208544A8-5D67-47D4-9386-1CE48F2F82EF;0,9545612
936EF135-5B23-4335-9719-006C5474A0A1;793F3600-C8D4-4B74-8438-2AF8BE11E7F7;0,3484308
936EF135-5B23-4335-9719-006C5474A0A1;D48B90C5-098C-4A6A-A185-38B03326AA24;2,317937
936EF135-5B23-4335-9719-006C5474A0A1;08ADA0A2-0ED2-4233-AB49-4533B064868A;1,734926
936EF135-5B23-4335-9719-006C5474A0A1;65CDEEFE-BA3C-4F28-A512-4B102A8BD7DC;1,276342
936EF135-5B23-4335-9719-006C5474A0A1;E2D337D1-DBC3-4746-8BA8-628766818C17;1,557558
936EF135-5B23-4335-9719-006C5474A0A1;B4B2CAA9-306A-4A51-83C7-6FB1264574C3;2,769926
936EF135-5B23-4335-9719-006C5474A0A1;B14760D8-2EAC-4B85-B272-81679687D984;2,171121
936EF135-5B23-4335-9719-006C5474A0A1;743BFBCA-59E9-4DD2-882D-8541D482157C;1,447305
936EF135-5B23-4335-9719-006C5474A0A1;9D50E6AF-3108-4EAA-A366-A4AA20675460;0,6322405
936EF135-5B23-4335-9719-006C5474A0A1;03A1E424-4A15-42C2-9219-AA34F881D0FB;6,978117
936EF135-5B23-4335-9719-006C5474A0A1;01F987BD-CCD4-4891-A1F6-B11FDD24554E;0,9549897
936EF135-5B23-4335-9719-006C5474A0A1;10577BF7-818A-41C0-9EF5-BFC65D11A90B;1,390819
936EF135-5B23-4335-9719-006C5474A0A1;238469A1-38A1-45E4-9D1B-C9D637EB7147;0,5866824
936EF135-5B23-4335-9719-006C5474A0A1;213AFAA5-A959-44C3-A0C2-EBA5B15C19EE;1,180324
2EA09FC0-DCA6-4F0D-82CB-0369B91313E7;D3EEBCD7-B4F7-455E-A687-30C8DD69094E;0,2001318
564E14A1-9A3F-4ECB-B83E-0560762630AA;0B5D1DC2-2AEF-4D5E-A282-A87D35027830;4,113379
564E14A1-9A3F-4ECB-B83E-0560762630AA;20D489AF-9357-42CB-B0E1-ABA30CB29EAA;0,5848303
564E14A1-9A3F-4ECB-B83E-0560762630AA;07DC3B33-326F-4C1F-96EE-C924E9073E13;0,6741686
5FA8D1F8-0413-420D-98EF-058678849255;B284A019-1B46-4052-A96D-08B01F1FC7C1;0,4113619
5FA8D1F8-0413-420D-98EF-058678849255;821C0D6E-8D55-4E64-BBA6-0EF2CDFF1DDD;7,117139
5FA8D1F8-0413-420D-98EF-058678849255;9463F08B-0BB8-43C2-B687-17AA4F02FD79;0,1114953
5FA8D1F8-0413-420D-98EF-058678849255;83816ACD-1157-4DAD-8274-17B422922BEA;0,4065015
5FA8D1F8-0413-420D-98EF-058678849255;59EB9448-88F1-4075-B19F-1CA4038FB591;0,03059731
5FA8D1F8-0413-420D-98EF-058678849255;208544A8-5D67-47D4-9386-1CE48F2F82EF;0,2123939
5FA8D1F8-0413-420D-98EF-058678849255;793F3600-C8D4-4B74-8438-2AF8BE11E7F7;0,08016665
5FA8D1F8-0413-420D-98EF-058678849255;D48B90C5-098C-4A6A-A185-38B03326AA24;1,985103
5FA8D1F8-0413-420D-98EF-058678849255;08ADA0A2-0ED2-4233-AB49-4533B064868A;0,6191961
5FA8D1F8-0413-420D-98EF-058678849255;65CDEEFE-BA3C-4F28-A512-4B102A8BD7DC;0,815246
5FA8D1F8-0413-420D-98EF-058678849255;E2D337D1-DBC3-4746-8BA8-628766818C17;0,4286964
5FA8D1F8-0413-420D-98EF-058678849255;B4B2CAA9-306A-4A51-83C7-6FB1264574C3;1,78315
5FA8D1F8-0413-420D-98EF-058678849255;B14760D8-2EAC-4B85-B272-81679687D984;2,180247
5FA8D1F8-0413-420D-98EF-058678849255;743BFBCA-59E9-4DD2-882D-8541D482157C;0,3183314
5FA8D1F8-0413-420D-98EF-058678849255;9D50E6AF-3108-4EAA-A366-A4AA20675460;0,1092325
5FA8D1F8-0413-420D-98EF-058678849255;03A1E424-4A15-42C2-9219-AA34F881D0FB;0,8153726
5FA8D1F8-0413-420D-98EF-058678849255;01F987BD-CCD4-4891-A1F6-B11FDD24554E;0,2761639
5FA8D1F8-0413-420D-98EF-058678849255;10577BF7-818A-41C0-9EF5-BFC65D11A90B;0,8587368
5FA8D1F8-0413-420D-98EF-058678849255;238469A1-38A1-45E4-9D1B-C9D637EB7147;0,1349834
5FA8D1F8-0413-420D-98EF-058678849255;213AFAA5-A959-44C3-A0C2-EBA5B15C19EE;0,3916677
5C5A0142-DEF3-46CF-A76D-060ED43AAC73;DBB19216-3A19-401E-B6A9-9EFE1A2FC5DD;13,30927
